no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt,year,month,day
125,269804A001,음성군 소이면,2011-05-05,18.7,23.1,12.5,53.0,192.9,2.5,10.2,0.0,485.0,18.4,0,17.8,13.6,,2011,5,5
126,269804A001,음성군 소이면,2011-05-06,15.8,21.9,8.5,68.3,192.9,1.7,12.8,0.0,,39.4,0,15.0,12.3,,2011,5,6
127,269804A001,음성군 소이면,2011-05-07,18.7,24.9,13.2,75.6,142.6,2.5,13.4,3.0,,38.6,0,17.9,13.0,,2011,5,7
128,269804A001,음성군 소이면,2011-05-08,18.8,27.2,12.0,64.1,138.9,1.2,8.0,0.0,,39.5,0,17.9,13.8,,2011,5,8
129,269804A001,음성군 소이면,2011-05-09,22.9,23.8,22.4,88.0,270.1,4.8,19.9,2.5,,,0,22.0,15.4,,2011,5,9
130,269804A001,음성군 소이면,2011-05-10,19.7,22.8,15.7,95.1,119.6,1.6,9.3,79.5,,20.0,0,18.9,15.8,,2011,5,10
131,269804A001,음성군 소이면,2011-05-11,16.8,20.0,14.3,89.6,167.0,2.1,13.6,43.0,,36.4,0,16.0,14.7,,2011,5,11
132,269804A001,음성군 소이면,2011-05-12,14.5,19.2,11.0,77.2,125.8,1.7,16.3,3.0,,40.0,0,13.7,13.9,,2011,5,12
133,269804A001,음성군 소이면,2011-05-13,15.5,22.0,7.7,52.2,132.0,4.1,26.2,0.0,,38.2,0,14.6,12.8,,2011,5,13
134,269804A001,음성군 소이면,2011-05-14,16.9,23.3,9.5,46.3,131.5,3.4,19.6,0.0,,37.8,0,16.1,12.8,,2011,5,14
135,269804A001,음성군 소이면,2011-05-15,18.0,25.8,8.4,53.9,274.5,3.2,20.5,0.0,,37.7,0,17.1,13.2,,2011,5,15
136,269804A001,음성군 소이면,2011-05-16,15.8,20.9,11.7,73.6,123.1,2.0,13.5,0.0,670.0,37.7,0,14.9,13.8,,2011,5,16
138,269804A001,음성군 소이면,2011-05-18,21.9,23.5,20.6,51.9,257.5,2.2,10.9,0.0,,,0,21.0,17.1,,2011,5,18
139,269804A001,음성군 소이면,2011-05-19,21.4,28.1,14.6,60.3,151.0,2.0,12.2,0.0,,39.0,0,20.5,16.6,,2011,5,19
140,269804A001,음성군 소이면,2011-05-20,20.2,23.3,17.0,85.3,175.0,1.5,11.2,1.0,,39.2,0,19.3,16.7,,2011,5,20
141,269804A001,음성군 소이면,2011-05-21,16.1,20.4,13.7,91.5,137.1,1.4,13.9,7.5,,25.2,0,15.3,15.6,,2011,5,21
142,269804A001,음성군 소이면,2011-05-22,17.7,23.8,12.5,73.0,142.0,0.9,8.4,0.0,,38.9,0,16.8,15.0,,2011,5,22
143,269804A001,음성군 소이면,2011-05-23,18.0,25.2,14.2,75.1,185.9,1.0,6.8,0.0,,38.5,0,17.1,15.4,,2011,5,23
144,269804A001,음성군 소이면,2011-05-24,19.2,29.6,9.7,67.1,180.1,1.1,4.7,0.0,,38.2,0,18.3,15.6,,2011,5,24
145,269804A001,음성군 소이면,2011-05-25,20.2,28.3,14.0,67.4,193.8,1.1,12.1,0.0,,38.5,0,19.3,16.4,,2011,5,25
146,269804A001,음성군 소이면,2011-05-26,17.6,19.1,16.1,73.4,157.1,1.4,9.9,1.0,,39.4,0,16.8,15.8,,2011,5,26
147,269804A001,음성군 소이면,2011-05-27,18.1,21.5,14.8,75.4,163.1,1.1,9.5,0.0,,39.6,0,17.2,15.0,,2011,5,27
148,269804A001,음성군 소이면,2011-05-28,20.0,28.2,12.7,74.9,158.9,1.2,8.0,0.0,,38.8,0,19.2,16.0,,2011,5,28
149,269804A001,음성군 소이면,2011-05-29,20.9,28.0,13.8,66.5,167.2,1.5,9.5,0.0,,38.8,0,20.0,17.7,,2011,5,29
150,269804A001,음성군 소이면,2011-05-30,21.1,28.3,14.0,65.5,153.9,1.5,8.5,0.0,,38.7,0,20.2,18.5,,2011,5,30
151,269804A001,음성군 소이면,2011-05-31,19.4,21.9,17.0,76.7,191.7,2.0,11.2,0.5,,38.9,0,18.5,18.1,,2011,5,31
