no,stn_Code,stn_Name,date,temp,max_Temp,min_Temp,hum,widdir,wind,max_Wind,rain,sun_Time,sun_Qy,condens_Time,gr_Temp,soil_Temp,soil_Wt,year,month,day
162,565862A001,완주군 고산면,2013-06-11,22.6,29.1,-40.0,73.9,,0.1,0.7,0.5,6,2.8,550,12.7,0.0,,2013,6,11
163,565862A001,완주군 고산면,2013-06-12,20.6,21.4,19.7,94.0,,0.0,0.5,3.0,0,4.9,1125,21.6,,,2013,6,12
164,565862A001,완주군 고산면,2013-06-13,21.9,26.1,18.7,85.0,,0.0,0.4,0.0,0,10.8,533,21.8,,,2013,6,13
165,565862A001,완주군 고산면,2013-06-14,22.4,25.6,19.8,86.7,,0.0,0.3,0.0,6,7.0,67,21.8,,,2013,6,14
166,565862A001,완주군 고산면,2013-06-15,24.0,30.4,19.4,78.7,,0.0,0.6,0.5,338,20.0,500,22.0,,,2013,6,15
167,565862A001,완주군 고산면,2013-06-16,23.4,29.9,17.6,76.2,70.9,0.1,0.6,0.0,567,25.7,351,21.9,,,2013,6,16
168,565862A001,완주군 고산면,2013-06-17,23.7,29.4,18.7,77.1,,0.0,0.5,0.5,218,16.8,242,21.9,,,2013,6,17
169,565862A001,완주군 고산면,2013-06-18,23.7,26.3,22.6,94.7,159.5,0.1,0.7,21.5,0,2.1,1371,21.9,,,2013,6,18
170,565862A001,완주군 고산면,2013-06-19,25.1,31.4,21.1,79.0,,0.1,0.7,4.5,483,25.9,483,22.1,,,2013,6,19
171,565862A001,완주군 고산면,2013-06-20,25.2,31.9,20.9,78.8,,0.1,0.6,0.0,447,21.8,382,22.1,,,2013,6,20
172,565862A001,완주군 고산면,2013-06-21,23.8,29.1,19.8,77.2,,0.1,0.6,0.0,101,13.2,177,21.9,,,2013,6,21
173,565862A001,완주군 고산면,2013-06-22,23.6,30.6,18.9,77.6,,0.1,0.7,0.0,303,19.9,193,21.9,,,2013,6,22
174,565862A001,,2013-06-23,21.3,24.1,18.8,87.4,,0.0,0.5,2.5,1,7.7,627,21.7,,,2013,6,23
175,565862A001,완주군 고산면,2013-06-24,22.7,28.6,17.6,77.8,,0.1,0.6,0.0,269,19.2,192,21.8,,,2013,6,24
176,565862A001,완주군 고산면,2013-06-25,22.8,28.3,18.8,84.3,,0.1,0.7,7.5,140,13.2,442,21.8,,,2013,6,25
177,565862A001,완주군 고산면,2013-06-26,23.8,29.7,20.1,77.6,224.8,0.4,4.3,0.5,341,20.2,312,21.9,26.0,,2013,6,26
178,565862A001,완주군 고산면,2013-06-27,23.5,30.1,18.3,80.7,188.2,0.6,4.8,1.0,379,20.1,495,21.9,24.7,,2013,6,27
179,565862A001,완주군 고산면,2013-06-28,24.4,31.0,20.2,78.7,44.7,1.0,8.7,0.0,376,20.3,389,22.0,25.2,,2013,6,28
180,565862A001,완주군 고산면,2013-06-29,24.7,32.6,19.0,78.3,27.4,1.1,6.1,0.0,450,23.0,338,22.0,25.4,,2013,6,29
181,565862A001,완주군 고산면,2013-06-30,26.3,33.5,19.7,72.6,1.8,0.9,13.1,0.0,507,24.7,217,22.1,26.1,,2013,6,30
